"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Thenarasu, M.; Krishnaswamy, K.; Anbuudayasankar, S.P.; Arjunbarath, G.; Ashok, P.","Thenarasu, Mohanavelu (57214792044); Krishnaswamy, Rameshkumar (57190695664); Anbuudayasankar, S. P. (26638647400); Arjunbarath, G. (57215660798); Ashok, P. (57213650747)","57214792044; 57190695664; 26638647400; 57215660798; 57213650747","Development and selection of hybrid dispatching rule for dynamic job shop scheduling using multi-criteria decision making analysis (MCDMA)","2020","International Journal for Quality Research","14","2","","487","504","0","15","10.24874/IJQR14.02-10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086086835&doi=10.24874%2FIJQR14.02-10&partnerID=40&md5=fafb02a1b19dc80650cc14ad605e109b","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85086086835"
"Lizarralde, A.; Apaolaza, U.A.-P.; Mediavilla, M.","Lizarralde, Aitor (57205698124); Apaolaza, Unai (24775306900); Mediavilla, Miguel (45561503700)","57205698124; 24775306900; 45561503700","A strategic approach for bottleneck identification in make-to-order environments: A drum-buffer-rope action research based case study","2020","Journal of Industrial Engineering and Management","13","1","","18","37","0","11","10.3926/jiem.2868","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085955567&doi=10.3926%2Fjiem.2868&partnerID=40&md5=6469a22c35db01179e93522d432aa059","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85085955567"
"Ghrab, Y.; Sali, M.","Ghrab, Yahya (57210571984); Sali, Mustapha (55210374800)","57210571984; 55210374800","A new S&OP maturity assessment model for mass customization production systems: A case study of an automotive OEM","2020","","","","","70","78","0","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085922679&partnerID=40&md5=a00f89b376581fdd2460b98e39e343c1","Conference paper","Final","","Scopus","2-s2.0-85085922679"
"Al-Qudah, S.K.; El-Sharo, M.R.; Al-Momani, E.S.","Al-Qudah, Sura K. (57196024336); El-Sharo, Moh'd Raghed (56155333300); Al-Momani, Emad S. (54411986100)","57196024336; 56155333300; 54411986100","Optimizing manufacturing scheduling in a job shop using discrete event simulation","2020","","","","","1816","1821","0","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084076218&partnerID=40&md5=18e43b20b4581a73950a85ea5f31073c","Conference paper","Final","","Scopus","2-s2.0-85084076218"
"Vital-Soto, A.; Azab, A.; Baki, M.F.","Vital-Soto, Alejandro (57194177870); Azab, Ahmed A. (23003337100); Baki, Mohammed Fazle (7003403469)","57194177870; 23003337100; 7003403469","Mathematical modeling and a hybridized bacterial foraging optimization algorithm for the flexible job-shop scheduling problem with sequencing flexibility","2020","Journal of Manufacturing Systems","54","","","74","93","0","70","10.1016/j.jmsy.2019.11.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076473178&doi=10.1016%2Fj.jmsy.2019.11.010&partnerID=40&md5=b1817d4d83c9c72a7dbf49feb5ca60fa","Article","Final","","Scopus","2-s2.0-85076473178"
"Xie, S.; Zhang, T.; Rose, O.","Xie, Shufang (57188762671); Zhang, Tao (56039362700); Rose, Oliver (6603717296)","57188762671; 56039362700; 6603717296","Nested-Simulation-Based Approach for Real-Time Dispatching in Job Shops","2019","Proceedings - Winter Simulation Conference","2019-December","","9004729","2099","2107","0","1","10.1109/WSC40007.2019.9004729","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081118022&doi=10.1109%2FWSC40007.2019.9004729&partnerID=40&md5=dffe3e9742999980e10a5143e67d5055","Conference paper","Final","","Scopus","2-s2.0-85081118022"
"Li, W.; Zhang, T.; Wang, R.; Wang, B.; Song, Y.; Li, X.","Li, Wenhua (57203063488); Zhang, Tao (58603715900); Wang, Rui (56510490800); Wang, Bo (59107554200); Song, Yuanming (57205628189); Li, Xunjia (57209663929)","57203063488; 58603715900; 56510490800; 59107554200; 57205628189; 57209663929","A Knee-Point Driven Multi-objective Evolutionary Algorithm for Flexible Job Shop Scheduling","2019","","","","9002654","1716","1722","0","9","10.1109/SSCI44817.2019.9002654","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080854960&doi=10.1109%2FSSCI44817.2019.9002654&partnerID=40&md5=b42ecf6520b0aa12691808b22180ece3","Conference paper","Final","","Scopus","2-s2.0-85080854960"
"Wang, L.; Zhang, Z.; Yin, Y.","Wang, Lili (57215003765); Zhang, Zhe (56183612700); Yin, Yong Y. (35739337500)","57215003765; 56183612700; 35739337500","Order Acceptance and Scheduling Considering Lot-Spitting in seru Production System","2019","IEEE International Conference on Industrial Engineering and Engineering Management","","","8978529","1305","1309","0","11","10.1109/IEEM44572.2019.8978529","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079674002&doi=10.1109%2FIEEM44572.2019.8978529&partnerID=40&md5=c35bf0625ad482a07b7908ef1183cd4a","Conference paper","Final","","Scopus","2-s2.0-85079674002"
"Luo, H.; Yang, X.; Wang, K.","Luo, Hao (56406757200); Yang, Xuan (57201483224); Wang, Kai (56942202500)","56406757200; 57201483224; 56942202500","Synchronized scheduling of make to order plant and cross-docking warehouse","2019","Computers and Industrial Engineering","138","","106108","","","0","28","10.1016/j.cie.2019.106108","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073502913&doi=10.1016%2Fj.cie.2019.106108&partnerID=40&md5=88f0384d955cc06f305805cf0e5a95d8","Article","Final","","Scopus","2-s2.0-85073502913"
"Ekici, A.; Elyasi, M.; Özener, O.Ö.; Sarıkaya, M.B.","Ekici, Ali (16315336900); Elyasi, Milad (57209474509); Özener, Okan Örsan (57215569521); Sarıkaya, Merve Burcu (57209476980)","16315336900; 57209474509; 57215569521; 57209476980","An application of unrelated parallel machine scheduling with sequence-dependent setups at Vestel Electronics","2019","Computers and Operations Research","111","","","130","140","0","39","10.1016/j.cor.2019.06.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067895382&doi=10.1016%2Fj.cor.2019.06.007&partnerID=40&md5=b80da6d6bf0fa8092903e06a09b8ba64","Article","Final","","Scopus","2-s2.0-85067895382"
"Rubaiee, S.; Çınar, S.; Yildirim, M.B.","Rubaiee, Saeed Salem Al (57194612285); Çınar, Suna (55332271300); Yildirim, Mehmet Bayram (58823152100)","57194612285; 55332271300; 58823152100","An Energy-Aware Multiobjective Optimization Framework to Minimize Total Tardiness and Energy Cost on a Single-Machine Nonpreemptive Scheduling","2019","IEEE Transactions on Engineering Management","66","4","8402102","699","714","0","26","10.1109/TEM.2018.2846627","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049449964&doi=10.1109%2FTEM.2018.2846627&partnerID=40&md5=1703df8e3cdb986ecd613f832f2eba17","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85049449964"
"Cervo, A.; Goldoni, G.; Fantuzzi, C.; Borsari, R.","Cervo, Andrea (57216585350); Goldoni, Gabriele (23008261300); Fantuzzi, Cesare (6701608009); Borsari, Roberto (6602250690)","57216585350; 23008261300; 6701608009; 6602250690","Decentralized line equipment detection and production control by multi-agent technology","2019","IECON Proceedings (Industrial Electronics Conference)","2019-October","","8926900","2940","2945","0","3","10.1109/IECON.2019.8926900","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083987786&doi=10.1109%2FIECON.2019.8926900&partnerID=40&md5=30a36f6e9edf75f78065cb17e2170493","Conference paper","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85083987786"
"Bemthuis, R.H.; Koot, M.; Mes, M.R.K.; Bukhsh, F.A.; Iacob, M.-E.; Meratnia, N.","Bemthuis, Rob H. (57212143113); Koot, Martijn (57212147213); Mes, Martijn R.K. (16022558100); Bukhsh, Faiza Allah (53463101600); Iacob, Maria Eugenia (14041488700); Meratnia, Nirvana (57192300416)","57212143113; 57212147213; 16022558100; 53463101600; 14041488700; 57192300416","An agent-based process mining architecture for emergent behavior analysis","2019","Proceedings - IEEE International Enterprise Distributed Object Computing Workshop, EDOCW","2019-October","","8907303","54","64","0","25","10.1109/EDOCW.2019.00022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076053543&doi=10.1109%2FEDOCW.2019.00022&partnerID=40&md5=bea5f27b686ca8fd20461ca35096ed5b","Conference paper","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85076053543"
"Dai, M.; Tang, D.; Giret, A.; Salido, M.A.","Dai, Min (36022288400); Tang, Dunbing (7401986837); Giret, Adriana S. (35571754100); Salido, Miguel A. (7003648112)","36022288400; 7401986837; 35571754100; 7003648112","Multi-objective optimization for energy-efficient flexible job shop scheduling problem with transportation constraints","2019","Robotics and Computer-Integrated Manufacturing","59","","","143","157","0","303","10.1016/j.rcim.2019.04.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064260427&doi=10.1016%2Fj.rcim.2019.04.006&partnerID=40&md5=a414577b579fc7bad39ca9c8df54ab12","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85064260427"
"Wang, S.S.; Chiou, C.C.; Luong, H.T.","Wang, S. S. (57211277808); Chiou, Chuangchun (8728916900); Luong, H. T. (57211271630)","57211277808; 8728916900; 57211271630","Application of SMED Methodology and Scheduling in High-Mix Low Volume Production Model to Reduce Setup Time: A Case of S Company","2019","IOP Conference Series: Materials Science and Engineering","598","1","012058","","","0","7","10.1088/1757-899X/598/1/012058","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073224684&doi=10.1088%2F1757-899X%2F598%2F1%2F012058&partnerID=40&md5=9348ae1ac66e7e8a649ca3a5879d494e","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85073224684"
"Takeda-Berger, S.L.; Zanella, R.M.; Frazzon, E.M.","Takeda-Berger, Satie Ledoux (57203762967); Zanella, Renata Mariani (57214682563); Frazzon, E. M. (35791521500)","57203762967; 57214682563; 35791521500","Towards a data-driven predictive-reactive production scheduling approach based on inventory availability","2019","IFAC-PapersOnLine","52","13","","1343","1348","0","24","10.1016/j.ifacol.2019.11.385","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078884096&doi=10.1016%2Fj.ifacol.2019.11.385&partnerID=40&md5=7315bd83cf7435fbd5c6f68afefd6dc8","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85078884096"
"Fernandes, N.O.; Thürer, M.; Pinto Ferreira, L.P.; Carmo-Silva, S.","Fernandes, Nuno O. (14064512000); Thürer, Matthias (35811259700); Pinto Ferreira, Luís Pinto (57188755263); Carmo-Silva, S. Do (24337464200)","14064512000; 35811259700; 57188755263; 24337464200","POLCA: Centralised vs. Decentralised job release","2019","IFAC-PapersOnLine","52","13","","1427","1431","0","5","10.1016/j.ifacol.2019.11.399","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078873092&doi=10.1016%2Fj.ifacol.2019.11.399&partnerID=40&md5=d71a6dace22c4e111b595024ec4f8500","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85078873092"
"Valencia, E.T.; Moussavi, S.-E.; Lamouri, S.; Pellerin, R.; Moeuf, A.","Valencia, Estefania Tobón (57214456779); Moussavi, Seyed Esmaeil (57191666340); Lamouri, Samir (18134235900); Pellerin, Robert (23486421800); Moeuf, Alexandre (57191669637)","57214456779; 57191666340; 18134235900; 23486421800; 57191669637","An optimization approach for MPS in a MTO multiproduct assembly line system","2019","","","","8948090","","","0","0","10.1109/IESM45758.2019.8948090","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078773806&doi=10.1109%2FIESM45758.2019.8948090&partnerID=40&md5=b5d3f3477e7d79762b7f8c838e5b729e","Conference paper","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85078773806"
"Okpoti, E.S.; Jeong, I.-J.; Moon, S.K.","Okpoti, Evans Sowah (57209142786); Jeong, Injae (7101712544); Moon, Seung Ki (55921866700)","57209142786; 7101712544; 55921866700","Decentralized determination of design variables among cooperative designers for product platform design in a product family","2019","Computers and Industrial Engineering","135","","","601","614","0","13","10.1016/j.cie.2019.06.039","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067689600&doi=10.1016%2Fj.cie.2019.06.039&partnerID=40&md5=e87ed80f65ba719c4555d37b97b8a764","Article","Final","","Scopus","2-s2.0-85067689600"
"Arsene, C.G.; Constantin, G.","Arsene, Camelia Gabriela (57225060674); Constantin, George (57187032200)","57225060674; 57187032200","Industry 4.0: Key Questions in Manufacturing","2019","","290","","02003","","","0","3","10.1051/matecconf/201929002003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098184153&doi=10.1051%2Fmatecconf%2F201929002003&partnerID=40&md5=729fdf2ea9198cf208113ae4abc300ca","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85098184153"
"Babatunde, A.; Kanakana, G.; Mpofu, K.","Babatunde, Aina (57211997901); Kanakana, Grace Mukondeleli (59158055800); Mpofu, Khumbulani M. (26322678400)","57211997901; 59158055800; 26322678400","Development of the conceptual model and formulation of a mathematical model for supply chain in south african automotive industry","2019","","","","8893907","","","0","0","10.23919/PICMET.2019.8893907","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075636190&doi=10.23919%2FPICMET.2019.8893907&partnerID=40&md5=9d9880846e88191f857410247b49364d","Conference paper","Final","","Scopus","2-s2.0-85075636190"
"Bianconi, F.; Filippucci, M.; Buffi, A.","Bianconi, Fabio (57208077893); Filippucci, Marco (57191826932); Buffi, Alessandro (57201748989)","57208077893; 57191826932; 57201748989","Automated design and modeling for mass-customized housing. A web-based design space catalog for timber structures","2019","Automation in Construction","103","","","13","25","0","76","10.1016/j.autcon.2019.03.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062713930&doi=10.1016%2Fj.autcon.2019.03.002&partnerID=40&md5=de2a31b4a454c4164a1e21b88fd2945c","Article","Final","","Scopus","2-s2.0-85062713930"
"Dababneh, F.; Li, L.","Dababneh, Fadwa (56648124900); Li, Lin (55730929300)","56648124900; 55730929300","Integrated Electricity and Natural Gas Demand Response for Manufacturers in the Smart Grid","2019","IEEE Transactions on Smart Grid","10","4","8396270","4164","4174","0","52","10.1109/TSG.2018.2850841","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049133601&doi=10.1109%2FTSG.2018.2850841&partnerID=40&md5=15a6b9d2dfb7dba3d157937d38de2278","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85049133601"
"Zhai, S.; Riess, A.; Reinhart, G.","Zhai, Simon (57202581058); Riess, Alexander (57225440033); Reinhart, Gunther (7101858932)","57202581058; 57225440033; 7101858932","Formulation and solution for the predictive maintenance integrated job shop scheduling problem","2019","","","","8819397","","","0","18","10.1109/ICPHM.2019.8819397","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072778377&doi=10.1109%2FICPHM.2019.8819397&partnerID=40&md5=504291821ec971b6064f591941cca107","Conference paper","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85072778377"
"Haug, A.; Shafiee, S.; Hvam, L.","Haug, Anders (26221810800); Shafiee, Sara (56492736800); Hvam, Lars (6602210561)","26221810800; 56492736800; 6602210561","The causes of product configuration project failure","2019","Computers in Industry","108","","","121","131","0","35","10.1016/j.compind.2019.03.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062893360&doi=10.1016%2Fj.compind.2019.03.002&partnerID=40&md5=526568693e90d1ec062cf776efc4dcf3","Article","Final","","Scopus","2-s2.0-85062893360"
"Perraudat, A.; Lima, A.; Dauzère–Pérès, S.; Vialletelle, P.","Perraudat, Antoine (57210585531); Lima, Alexandre (57201373041); Dauzère–Pérès, Stéphane (6701410206); Vialletelle, Philippe (22037117400)","57210585531; 57201373041; 6701410206; 22037117400","A decision support system for a critical time constraint tunnel","2019","IEEE International Symposium on Semiconductor Manufacturing Conference Proceedings","2019-May","","8791812","","","0","1","10.1109/ASMC.2019.8791812","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070994739&doi=10.1109%2FASMC.2019.8791812&partnerID=40&md5=6065a11d34ee3ab6f58d139d7b136005","Conference paper","Final","","Scopus","2-s2.0-85070994739"
"Ma, A.; Nassehi, A.; Snider, C.","Ma, Andrew (57203910523); Nassehi, Aydin (11140274300); Snider, Chris (54891734300)","57203910523; 11140274300; 54891734300","Anarchic manufacturing","2019","International Journal of Production Research","57","8","","2514","2530","0","34","10.1080/00207543.2018.1521534","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053542258&doi=10.1080%2F00207543.2018.1521534&partnerID=40&md5=8939c5080a963ba54347a014c177d0bd","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85053542258"
"Liu, N.; Zhang, Y.F.; Lu, W.F.","Liu, Ning (56003105600); Zhang, Yunfeng (9634015300); Lu, W. F. (7404214751)","56003105600; 9634015300; 7404214751","Improving Energy Efficiency in Discrete Parts Manufacturing System Using an Ultra-Flexible Job Shop Scheduling Algorithm","2019","International Journal of Precision Engineering and Manufacturing - Green Technology","6","2","","349","365","0","34","10.1007/s40684-019-00055-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063864156&doi=10.1007%2Fs40684-019-00055-y&partnerID=40&md5=76938251c95296935d43b775d3667ca4","Article","Final","","Scopus","2-s2.0-85063864156"
"Qiu, Y.; Sawhney, R.; Zhang, C.; Chen, S.; Zhang, T.; Lisar, V.G.; Jiang, K.; Ji, W.","Qiu, Yongtao (57208036774); Sawhney, Rapinder S. (7101896714); Zhang, Chaoyang (55855541900); Chen, Shao (57208028982); Zhang, Tao (57208029053); Lisar, Vahid Ganji (57208025530); Jiang, Kaibo (57208029979); Ji, Weixi (35299270000)","57208036774; 7101896714; 55855541900; 57208028982; 57208029053; 57208025530; 57208029979; 35299270000","Data mining–based disturbances prediction for job shop scheduling","2019","Advances in Mechanical Engineering","11","3","","","","0","19","10.1177/1687814019838178","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063626493&doi=10.1177%2F1687814019838178&partnerID=40&md5=8898b37500b2aaa5f7c5b0ee3fdb0728","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85063626493"
"Liu, B.; Chen, W.; Segerstedt, A.; Yang, H.; Zhang, Q.","Liu, Biyu (55911726400); Chen, Weida (57219117930); Segerstedt, Anders (6603569823); Yang, Haidong (9735197200); Zhang, Qinghong (57189001511)","55911726400; 57219117930; 6603569823; 9735197200; 57189001511","A min–max solution to optimise planned lead time in a remanufacturing system","2019","International Transactions in Operational Research","26","2","","485","506","0","16","10.1111/itor.12475","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055893119&doi=10.1111%2Fitor.12475&partnerID=40&md5=3626650d43bfce07c253bc9f9c2f059b","Article","Final","","Scopus","2-s2.0-85055893119"
"Giri, R.N.; Mondal, S.K.; Maiti, M.","Giri, Raghu Nandan (57195519088); Mondal, Shyamal Kumar (55273900800); Maiti, Manoranjan (7005401629)","57195519088; 55273900800; 7005401629","Government intervention on a competing supply chain with two green manufacturers and a retailer","2019","Computers and Industrial Engineering","128","","","104","121","0","126","10.1016/j.cie.2018.12.030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058700342&doi=10.1016%2Fj.cie.2018.12.030&partnerID=40&md5=32e94b791a9a4460c95733ca6a33e1cc","Article","Final","","Scopus","2-s2.0-85058700342"
"Gong, X.; de Pessemier, T.; Martens, L.; Joseph, W.","Gong, Xu (55441219200); de Pessemier, Toon (24491661400); Martens, Luc C.M. (7103396069); Joseph, Wout (22985227300)","55441219200; 24491661400; 7103396069; 22985227300","Energy- and labor-aware flexible job shop scheduling under dynamic electricity pricing: A many-objective optimization investigation","2019","Journal of Cleaner Production","209","","","1078","1094","0","91","10.1016/j.jclepro.2018.10.289","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056000918&doi=10.1016%2Fj.jclepro.2018.10.289&partnerID=40&md5=96b69ad789f8b3b3182c32df2624302e","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85056000918"
"Yetiş, H.; Karakose, M.","Yetiş, Hasan (57192676200); Karakose, Mehmet (8881363800)","57192676200; 8881363800","A Data-Driven Method for Decision Support Systems in Mass Production and Mass Customization","2019","","","","8620794","","","0","3","10.1109/IDAP.2018.8620794","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062573626&doi=10.1109%2FIDAP.2018.8620794&partnerID=40&md5=d9624ff272019bc25e08671339c9b691","Conference paper","Final","","Scopus","2-s2.0-85062573626"
"Bednar, S.; Rauch, E.","Bednar, Slavomir (55635898300); Rauch, Erwin (32467549600)","55635898300; 32467549600","Modeling and application of configuration complexity scale: concept for customized production","2019","International Journal of Advanced Manufacturing Technology","100","1-4","","485","501","0","10","10.1007/s00170-018-2659-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053928031&doi=10.1007%2Fs00170-018-2659-5&partnerID=40&md5=458f19e0498b4d019086691e289e0188","Article","Final","","Scopus","2-s2.0-85053928031"
"Conte, M.; Hentschke, C.D.S.; Formoso, C.T.; Echeveste, M.","Conte, Manoela (57477672600); Hentschke, Cynthia Dos Santos (56481476700); Formoso, Carlos T. (6602757730); Echeveste, Márcia Elisa Soares (6507491272)","57477672600; 56481476700; 6602757730; 6507491272","Developing a Choice Menu: An Investigation on the Definition and Offer of Customisation Units","2019","ZEMCH International Conference","","","","448","455","0","4","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128172328&partnerID=40&md5=b5ed3112e6b762040cdb4ab0842fb498","Conference paper","Final","","Scopus","2-s2.0-85128172328"
"Rahman, H.F.; Janardhanan, M.; Nielsen, I.E.","Rahman, Humyun Fuad (55822673700); Janardhanan, Mukund (55874835700); Nielsen, Izabela Ewa (57195196065)","55822673700; 55874835700; 57195196065","Real-time order acceptance and scheduling problems in a flow shop environment using hybrid Ga-PSO algorithm","2019","IEEE Access","7","","2935375","112742","112755","0","46","10.1109/ACCESS.2019.2935375","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085497096&doi=10.1109%2FACCESS.2019.2935375&partnerID=40&md5=e7c2a91d8a84795e60eeb715c37bd0f0","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85085497096"
"Guido, R.; Longo, F.; Mirabelli, G.; Solina, V.","Guido, Rosita (23392345600); Longo, Francesco (57201515306); Mirabelli, Giovanni (7003506850); Solina, Vittorio (57197733652)","23392345600; 57201515306; 7003506850; 57197733652","A framework for a make-to-order scheduling problem with sequence-dependent set up times and product perishability: A case study in the food industry","2019","Proceedings of the Summer School Francesco Turco","1 PartF","","","344","351","0","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083644852&partnerID=40&md5=30ae7a55f4b17b66901c8637223db8f5","Conference paper","Final","","Scopus","2-s2.0-85083644852"
